,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
58421,1,1,0,38.894785,-77.016425,398575.12,136326.455,0,38.894679,-77.016423,2017-08-30 04:00:00+00:00,4TH ST NW,11000402,22.434516199999997
58833,1,1,0,38.920818,-77.042097,396349.417,139217.047,0,38.920790999999994,-77.04222800000001,2018-03-23 04:00:00+00:00,BELMONT RD NW,11014952,28.6567179
58839,1,1,0,38.890285999999996,-77.000576,399950.04,135826.923,0,38.890285,-77.000377,2017-08-31 04:00:00+00:00,4TH ST SE,13000402,55.8211412
58864,1,1,0,38.876458,-77.012176,398943.45700000005,134292.01,0,38.876458,-77.012176,2017-08-31 04:00:00+00:00,M ST SW,14057852,0.014640100000000001
58873,1,1,0,38.900433,-76.99495999999999,400437.145,136953.291,0,38.900215,-76.99465699999999,2019-02-04 05:00:00+00:00,H ST NE,12042442,26.384699100000002
58958,1,1,0,38.907243,-77.034302,397024.80299999996,137709.839,0,38.907105,-77.03430300000001,2017-08-31 04:00:00+00:00,15TH ST NW,11001502,27.5149419
58959,1,1,0,38.911127,-77.035393,396930.359,138141.02,0,38.911142,-77.035393,2017-08-31 04:00:00+00:00,15TH ST NW,11001502,72.62754050000001
59126,1,1,0,38.927153000000004,-77.023151,397992.51700000005,139919.731,0,38.927184999999994,-77.023168,2017-09-01 04:00:00+00:00,GEORGIA AVE NW,11040042,18.3064203
59455,1,1,0,38.90477,-77.043862,396195.506,137435.69400000002,0,38.904428,-77.04341,2019-02-06 05:00:00+00:00,L ST NW,11053492,76.0
59579,1,1,0,38.892962,-77.003516,399695.011,136124.038,0,38.891815,-77.003508,2019-09-12 04:00:00+00:00,2ND ST NE & MARYLAND AVE NE,12000202,21.65
59590,1,1,0,38.903744,-77.042939,396275.485,137321.749,0,38.903785,-77.042919,2019-02-06 05:00:00+00:00,19TH ST NW,11001902,46.829284200000004
59638,1,1,0,38.899352,-77.021916,398098.939,136833.52599999998,0,38.899351,-77.021681,2017-09-02 04:00:00+00:00,H ST NW,11042442,55.15236529999999
59887,1,1,0,38.887556,-77.017547,398477.641,135524.02800000002,0,38.887556,-77.017548,2018-04-07 04:00:00+00:00,INDEPENDENCE AVE SW,14047972,2.561425
59968,1,1,0,38.921482,-77.031912,397232.64,139290.397,0,38.921473,-77.032054,2017-09-03 04:00:00+00:00,CHAPIN ST NW,11022032,23.3434786
59981,1,1,0,38.936168,-77.032732,397162.169,140920.71,0,38.936168,-77.032885,2017-09-03 04:00:00+00:00,PERRY PL NW,11069872,17.036043399999997
59998,1,1,1,38.906084,-77.04271,396295.492,137581.451,0,38.905667,-77.04271999999999,2019-02-07 05:00:00+00:00,19TH ST NW,11001902,78.1416179
60020,1,1,0,38.899445,-77.039451,396577.855,136844.343,0,38.899632000000004,-77.039148,2019-02-07 05:00:00+00:00,H ST NW,11042442,69.02
60036,1,1,0,38.903417,-77.062772,394555.21200000006,137286.419,0,38.903417,-77.062772,2017-09-04 04:00:00+00:00,WISCONSIN AVE NW,11094052,0.078283
60041,1,1,0,38.900202,-76.98830799999999,401014.18,136927.7,0,38.900202,-76.98830799999999,2017-09-04 04:00:00+00:00,13TH ST NE,12001302,0.8063406999999999
60204,1,1,0,38.899518,-76.984912,401308.75899999996,136851.913,0,38.899291999999996,-76.984763,2019-02-08 05:00:00+00:00,14TH ST NE 1,12001402,64.3042458
60322,1,1,0,38.921485,-77.043542,396224.14,139291.2,0,38.921548,-77.04379399999999,2019-09-20 04:00:00+00:00,MINTWOOD PL NW & Alley-47030282,11061232,49.21
60348,1,1,0,38.873974,-76.971738,402452.461,134016.581,0,38.874014,-76.97170899999999,2017-09-04 04:00:00+00:00,L'ENFANT SQ SE,13054992,32.0135521
60392,1,1,0,38.900315,-77.021915,398099.00399999996,136940.459,0,38.900315,-77.021947,2017-09-04 04:00:00+00:00,H ST NW,11042442,55.78265
60543,1,1,0,38.908296,-77.031223,397291.909,137826.647,0,38.908355,-77.031841,2018-07-06 04:00:00+00:00,,,-999.0
61021,1,1,0,38.905621999999994,-76.990656,400810.5,137529.406,0,38.906689,-76.99016999999999,2018-09-29 04:00:00+00:00,NEAL ST NE,12063702,157.0648049
61114,1,1,0,38.915574,-77.037418,396754.966,138634.789,0,38.91575,-77.03778199999999,2019-02-11 05:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,20.883833499999998
61224,1,1,0,38.920364,-77.03649399999999,396835.23,139166.47,0,38.920364,-77.03649399999999,2019-09-13 04:00:00+00:00,BELMONT ST NW,11015012,0.06
61344,1,1,0,38.914276,-77.01939499999999,398317.969,138490.195,0,38.914276,-77.019351,2017-10-16 04:00:00+00:00,S ST NW,11077672,21.5075875
61460,1,1,0,38.890068,-77.000577,399949.899,135802.733,0,38.890066999999995,-77.000374,2019-03-23 04:00:00+00:00,4TH ST SE & EAST CAPITOL ST BN,13000402,33.86
61474,1,1,0,38.9146,-77.018091,398431.027,138526.116,0,38.914605,-77.018069,2017-09-07 04:00:00+00:00,FLORIDA AVE NW,11036722,6.5120248
61628,1,1,0,38.911122999999996,-77.027303,397631.98799999995,138140.335,0,38.910971999999994,-77.027305,2019-09-12 04:00:00+00:00,11TH ST NW,11001102,28.43
61678,1,1,0,38.927526,-77.071738,393779.583,139963.37,0,38.927490999999996,-77.071738,2017-09-08 04:00:00+00:00,MASSACHUSETTS AVE NW,11059602,6.4074625
61690,1,2,0,38.922537,-77.000569,399950.62,139407.057,0,38.922537,-77.000592,2017-09-08 04:00:00+00:00,CHANNING ST NE,12021972,18.6074273
61751,1,2,0,38.905301,-77.06196899999999,394624.98799999995,137495.503,0,38.9053,-77.062024,2017-09-08 04:00:00+00:00,M ST NW,11057852,13.669720199999999
61859,1,1,0,38.926624,-77.032299,397199.32,139861.258,0,38.926621000000004,-77.032296,2018-04-08 04:00:00+00:00,14TH ST NW,11001402,12.948457000000001
61941,1,1,0,38.901918,-77.012174,398943.972,137118.25,0,38.902505,-77.01199799999999,2019-02-04 05:00:00+00:00,1ST ST NW,11000102,15.07
62029,1,1,0,38.900746000000005,-77.006506,399435.66299999994,136988.066,0,38.900754,-77.00654300000001,2017-09-08 04:00:00+00:00,H ST NE,12042442,62.224943700000004
62074,1,1,0,38.912594,-77.072676,393696.89,138305.82,0,38.912594,-77.072676,2019-02-13 05:00:00+00:00,37TH ST NW,11003702,0.037872199999999995
62104,1,1,0,38.899006,-77.04170500000001,396382.28,136795.696,0,38.898237,-77.04134,2019-02-14 05:00:00+00:00,G ST NW,11038612,32.5824462
62118,1,1,0,38.925748,-77.02833199999999,397543.268,139763.87699999998,0,38.925787,-77.02833199999999,2017-09-10 04:00:00+00:00,11TH ST NW,11001102,111.8438392
62203,1,1,0,38.943612,-77.018923,398359.54,141746.704,0,38.943599,-77.01893199999999,2019-02-13 05:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,2.15
62256,1,1,0,38.908575,-77.029625,397430.48799999995,137857.611,0,38.908711,-77.029707,2019-02-14 05:00:00+00:00,13TH ST NW & Ramp-36001452 & O ST NW,11001302,16.68
62564,1,1,0,38.921085999999995,-77.031873,397235.99,139246.51,0,38.920564,-77.031879,2017-09-11 04:00:00+00:00,14TH ST NW,11001402,5.277567400000001
62669,1,1,0,38.927787,-77.026081,397761.42100000003,139998.059,0,38.927785,-77.026097,2017-09-12 04:00:00+00:00,SHERMAN AVE NW,11080082,5.5593276
62703,1,1,0,38.921085999999995,-77.031873,397235.99,139246.51,0,38.921085999999995,-77.031873,2017-09-11 04:00:00+00:00,14TH ST NW,11001402,0.0406484
62721,1,1,0,38.900597999999995,-77.029625,397430.234,136972.103,0,38.900338,-77.02963199999999,2017-09-09 04:00:00+00:00,NEW YORK AVE NW,11064672,13.526643799999999
62915,1,1,0,38.905138,-77.038999,396617.299,137476.326,0,38.905369,-77.03899799999999,2017-09-12 04:00:00+00:00,17TH ST NW,11001702,50.0903775
63006,1,1,0,38.932412,-76.993555,400558.786,140503.283,0,38.932363,-76.993551,2017-09-12 04:00:00+00:00,9TH ST NE,12000902,13.481074800000002
63026,1,1,0,38.905181,-77.059166,394868.07899999997,137482.022,0,38.905181,-77.05915300000001,2017-09-12 04:00:00+00:00,M ST NW,11057852,5.2521123
63060,1,1,0,38.945190999999994,-77.021778,398112.09,141922.074,0,38.945190999999994,-77.021778,2017-09-12 04:00:00+00:00,ALLISON ST NW,11009882,0.8578180000000001
63072,1,1,0,38.870742,-76.968969,402692.89,133657.858,0,38.870742,-76.968969,2017-09-12 04:00:00+00:00,Q ST SE,13072862,0.8737784
63131,1,1,0,38.84467,-76.994963,400437.251,130763.20800000001,0,38.844542,-76.994803,2019-09-14 04:00:00+00:00,Alley-47002002 & 8TH ST SE,13000802,16.52
63274,1,1,0,38.932107,-77.03273399999999,397161.80700000003,140469.906,0,38.932107,-77.032795,2017-09-13 04:00:00+00:00,NEWTON ST NW,11064612,27.0051798
63278,1,1,0,38.916942,-77.096124,391663.826,138790.364,0,38.916942,-77.096124,2017-09-13 04:00:00+00:00,U ST NW,11087232,0.019459599999999997
63295,1,1,0,38.912605,-77.017826,398453.975,138304.708,0,38.913539,-77.01799799999999,2017-09-12 04:00:00+00:00,NEW JERSEY AVE NW,11064282,117.3711493
63354,1,1,0,38.909639,-77.048182,395821.086,137976.321,0,38.909817,-77.048181,2018-03-06 05:00:00+00:00,22ND ST NW,11002202,56.9876046
63366,1,1,0,38.913338,-77.002326,399798.29,138385.94199999998,0,38.91318,-77.002326,2017-09-13 04:00:00+00:00,3RD ST NE,12000302,30.663113899999995
63380,1,1,0,38.954139,-77.025655,397776.311,142915.471,0,38.954139,-77.025655,2017-09-08 04:00:00+00:00,INGRAHAM ST NW,11048422,0.8644235999999998
63385,1,1,0,38.910486999999996,-77.044076,396177.213,138070.358,0,38.910436,-77.044221,2017-09-14 04:00:00+00:00,Q ST NW,11072862,80.39574499999999
63408,1,1,0,38.912605,-77.013288,398847.586,138304.644,0,38.912637,-77.013287,2017-09-14 04:00:00+00:00,FLORIDA AVE NW,11036722,3.3445226999999997
63427,1,1,0,38.920460999999996,-77.02131700000001,398151.439,139176.796,0,38.92362,-77.022494,2019-05-22 04:00:00+00:00,BRYANT ST NW,11018722,409.91783760000004
63495,1,1,0,38.923317,-77.055487,395188.427,139495.119,0,38.923108,-77.055468,2017-09-14 04:00:00+00:00,28TH ST NW,11002802,56.9202897
63546,1,1,0,38.895296,-77.029085,397476.875,136383.513,0,38.895596000000005,-77.02975699999999,2017-09-14 04:00:00+00:00,13TH ST NW,11001302,19.7620042
63619,1,1,0,38.902516,-77.0057,399505.545,137184.559,0,38.902465,-77.0057,2017-10-17 04:00:00+00:00,1ST ST NE,12000102,17.158855499999998
63717,1,2,0,38.90328,-77.046049,396005.717,137270.38199999998,0,38.903729999999996,-77.04509,2017-09-15 04:00:00+00:00,21ST ST NW,11002102,143.1811929
63852,1,1,0,38.9072,-77.063854,394461.659,137706.456,0,38.907222,-77.06325600000001,2019-02-19 05:00:00+00:00,N ST NW,11063182,40.69
63894,1,1,0,38.919078999999996,-77.04168100000001,396385.375,139024.01,0,38.919078999999996,-77.041829,2017-09-16 04:00:00+00:00,WYOMING AVE NW,11094832,39.3880216
63907,1,1,0,38.940803,-77.02700300000001,397659.00200000004,141435.051,0,38.940965999999996,-77.026669,2017-09-15 04:00:00+00:00,KANSAS AVE NW,11051352,18.562528399999998
63943,1,1,0,38.913829,-76.99039599999999,400832.894,138440.46,0,38.913694,-76.99034499999999,2017-09-15 04:00:00+00:00,FAIRVIEW AVE NE,12034642,122.91226770000002
63969,1,1,0,38.928627,-76.993748,400542.081,140083.07,0,38.928626,-76.993542,2017-08-28 04:00:00+00:00,IRVING ST NE,12048752,27.3455555
63982,1,1,0,38.944044,-77.024277,397895.386,141794.751,0,38.944036,-77.024277,2017-09-15 04:00:00+00:00,KANSAS AVE NW,11051352,3.9234404
64159,1,1,0,38.892084999999994,-77.028836,397498.367,136027.077,0,38.892177000000004,-77.028189,2017-09-17 04:00:00+00:00,12TH ST NW,11001202,11.110171300000001
64240,1,1,0,38.902167999999996,-76.94181999999999,405046.589,137147.576,0,38.902105,-76.942971,2017-09-16 04:00:00+00:00,MINNESOTA AVE NE,12061162,82.6207445
64369,1,1,0,38.914339,-77.033072,397131.78,138515.547,0,38.914339,-77.033072,2017-09-16 04:00:00+00:00,15TH ST NW,11001502,129.22399529999998
64454,1,1,0,38.891969,-77.0219,398100.101,136013.989,0,38.891969,-77.021912,2017-05-07 04:00:00+00:00,CONSTITUTION AVE NW,11025352,12.1534822
64548,1,1,0,38.908335,-77.08768,392395.15,137834.133,0,38.908297999999995,-77.087712,2018-10-01 04:00:00+00:00,GREENE PL NW,11041792,9.35
64776,1,1,0,38.948799,-77.09056,392149.816,142326.272,0,38.948775,-77.09056,2017-09-18 04:00:00+00:00,46TH ST NW,11004602,5.0927138
64814,1,1,0,38.880722,-77.008861,399231.12100000004,134765.335,0,38.87937,-77.008964,2019-08-11 04:00:00+00:00,SOUTH CAPITOL ST SE Service Rd & Ramp-36004472 & I ST SE,13047772,12.35
64832,1,1,0,38.905825,-77.066074,394268.98299999995,137553.928,0,38.905823999999996,-77.06616899999999,2017-09-18 04:00:00+00:00,PROSPECT ST NW,11072472,17.091863800000002
64886,1,1,0,38.904757000000004,-77.038505,396660.179,137433.989,0,38.904757000000004,-77.038505,2017-09-18 04:00:00+00:00,17TH ST NW,11001702,0.08541289999999999
65000,1,1,0,38.915574,-77.037384,396757.847,138634.78,0,38.916834,-77.036665,2019-09-15 04:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,22.66
65047,1,2,0,38.957244,-77.015711,398638.289,143259.982,0,38.957361,-77.016012,2017-09-19 04:00:00+00:00,MISSOURI AVE NW,11061362,43.8674362
65086,1,1,0,38.904835,-77.029623,397430.56,137442.396,0,38.904835,-77.029623,2017-09-19 04:00:00+00:00,13TH ST NW,11001302,0.046769599999999995
65124,1,1,0,38.915508,-77.02011,398255.93299999996,138626.978,0,38.91538,-77.020199,2017-09-19 04:00:00+00:00,6TH ST NW,11000602,20.8421926
65180,1,1,0,38.917253,-77.023945,397923.446,138820.756,0,38.917108,-77.023928,2017-09-19 04:00:00+00:00,FLORIDA AVE NW,11036722,13.294480499999999
65229,1,1,0,38.894788,-77.003511,399695.43,136326.697,0,38.894788,-77.003511,2018-04-10 04:00:00+00:00,D ST NE,12026912,0.0645053
65318,1,1,0,38.929763,-77.011196,399029.263,140209.237,0,38.929885999999996,-77.012889,2018-07-06 04:00:00+00:00,,,-999.0
65479,1,1,0,38.897527000000004,-77.00057199999999,399950.412,136630.761,0,38.897527000000004,-77.000382,2017-09-21 04:00:00+00:00,F ST NE 3,12034382,26.920555
65570,1,1,0,38.903240000000004,-77.025018,397829.91299999994,137265.256,0,38.903240000000004,-77.025018,2018-06-19 04:00:00+00:00,9TH ST NW,11000902,91.3692529
65612,1,1,0,38.894684000000005,-77.015174,398683.63399999996,136315.28699999998,0,38.894684000000005,-77.015165,2017-09-20 04:00:00+00:00,D ST NW,11026912,12.2783476
65633,1,1,0,38.896136,-76.983222,401455.5,136476.46,0,38.8963,-76.983083,2019-02-25 05:00:00+00:00,F ST NE,12034382,43.5378059
65636,1,1,0,38.919019,-77.031951,397229.15,139017.017,0,38.919019,-77.031903,2017-09-21 04:00:00+00:00,W ST NW,11090152,18.882735600000004
65767,1,1,0,38.885079,-77.010791,399063.711,135249.001,0,38.885073,-77.011023,2019-02-26 05:00:00+00:00,D ST SW,14026912,19.952155800000003
65801,1,1,0,38.898872999999995,-77.03962800000001,396548.06299999997,136787.395,0,38.89885,-77.039642,2018-04-10 04:00:00+00:00,17TH ST NW,11001702,15.8818136
65870,1,1,0,38.92004,-77.07171899999999,393780.584,139132.358,0,38.920991,-77.072046,2019-10-02 04:00:00+00:00,WISCONSIN AVE NW,11094052,65.82
65945,1,1,0,38.895083,-76.94919300000001,404407.49600000004,136360.714,0,38.895068,-76.949156,2017-09-22 04:00:00+00:00,BENNING RD NE,12015342,7.2308636
66103,1,1,0,38.897337,-77.018929,398357.99,136609.82,0,38.897218,-77.018957,2017-09-22 04:00:00+00:00,F ST NW,11034382,13.399406299999999
66114,1,1,0,38.905643,-77.020397,398230.802,137531.87699999998,0,38.905473,-77.020397,2017-09-22 04:00:00+00:00,6TH ST NW,11000602,46.975382700000004
66260,1,1,0,38.885073999999996,-77.017139,398512.966,135248.545,0,38.883331,-77.017611,2019-02-28 05:00:00+00:00,4TH ST SW,14000402,194.0707402
66270,1,1,0,38.89967,-77.027036,397654.80600000004,136868.989,0,38.89967,-77.027,2017-09-23 04:00:00+00:00,H ST NW,11042442,16.5384116
66285,1,1,0,38.922461,-77.036996,396791.828,139399.223,0,38.922374,-77.036914,2019-02-28 05:00:00+00:00,16TH ST NW,11001602,54.7889998
66295,1,1,0,38.961311,-77.02837199999999,397541.04,143711.74599999998,0,38.961337,-77.028364,2019-02-28 05:00:00+00:00,MISSOURI AVE NW & PINEY BRANCH RD NW,11061362,13.49
66333,1,1,0,38.928771999999995,-77.033186,397122.44299999997,140099.697,0,38.928796999999996,-77.03318900000001,2017-09-23 04:00:00+00:00,14TH ST NW,11001402,47.5207907
66339,1,1,0,38.932774,-77.044359,396153.936,140544.44199999998,0,38.93264,-77.044437,2017-09-23 04:00:00+00:00,19TH ST NW,11001902,23.0751377
66388,1,1,0,38.929695,-76.988444,401002.01,140201.67,0,38.929840999999996,-76.98852600000001,2018-10-19 04:00:00+00:00,JACKSON ST NE,12049272,17.783794399999998
66456,1,1,0,38.901959000000005,-77.031954,397228.261,137123.164,0,38.901959000000005,-77.031828,2017-09-23 04:00:00+00:00,K ST NW,11050892,63.545583799999996
66570,1,1,0,38.912607,-77.02013199999999,398253.941,138304.923,0,38.912535,-77.019827,2019-05-22 04:00:00+00:00,6TH ST NW,11000602,10.1669303
66574,1,1,0,38.962655,-77.029692,397426.644,143860.93099999998,0,38.962655,-77.029692,2017-04-28 04:00:00+00:00,PEABODY ST NW,11069682,5.362487000000001
66678,1,1,0,38.906490999999995,-77.038499,396660.74799999996,137626.521,0,38.906490999999995,-77.038501,2017-09-24 04:00:00+00:00,RHODE ISLAND AVE NW,11075462,6.9537088
66742,1,1,0,38.932999,-77.057016,395056.534,140570.019,0,38.933035,-77.0569,2018-05-15 04:00:00+00:00,KLINGLE RD NW,11052972,52.8791172
66749,1,1,0,38.906738,-77.069,394015.28,137655.47,0,38.906738,-77.069,2019-03-01 05:00:00+00:00,N ST NW,11063182,0.8143081
66786,1,1,0,38.897988,-77.0075,399349.43,136681.96,0,38.896865999999996,-77.00831600000001,2019-10-16 04:00:00+00:00,MASSACHUSETTS AVE NE & COLUMBUS CIR NE,12024732,46.65
66904,1,1,0,38.899834000000006,-76.98161800000001,401594.501,136886.984,0,38.899834999999996,-76.98161800000001,2017-09-25 04:00:00+00:00,16TH ST NE,12001602,12.2513382
66965,1,1,0,38.901337,-77.043868,396194.787,137054.587,0,38.901769,-77.043716,2019-09-16 04:00:00+00:00,I ST NW,11047772,52.91
67019,1,1,0,38.948258,-77.02921500000001,397467.48600000003,142262.691,0,38.948229,-77.02921500000001,2017-09-26 04:00:00+00:00,13TH ST NW,11001302,42.257664500000004
67150,1,1,0,38.888608000000005,-77.031972,397226.14,135641.11,0,38.888661,-77.03195,2018-04-11 04:00:00+00:00,14TH ST SW,14001402,6.268624099999999
67233,1,1,0,38.905353000000005,-77.047363,395891.81899999996,137500.559,0,38.905375,-77.047377,2017-09-26 04:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,11.48
67242,1,1,0,38.892581,-77.00351500000001,399695.08700000006,136081.706,0,38.892581,-77.003536,2017-09-26 04:00:00+00:00,CONSTITUTION AVE NE,12025352,63.41733829999999
67260,1,1,0,38.901049,-77.00638000000001,399446.57700000005,137021.733,0,38.901049,-77.00638000000001,2017-09-26 04:00:00+00:00,H ST NE,12042442,97.51106329999999
67289,1,1,0,38.914312,-76.988961,400957.41299999994,138494.071,0,38.914319,-76.98896500000001,2017-09-27 04:00:00+00:00,FAIRVIEW AVE NE,12034642,15.426832000000001
67319,1,1,0,38.917001,-77.027266,397635.386,138792.83800000002,0,38.916844,-77.027265,2018-04-11 04:00:00+00:00,11TH ST NW,11001102,26.6811619
67373,1,1,0,38.895913,-77.033648,397081.105,136452.12,0,38.895913,-77.03366,2017-09-26 04:00:00+00:00,E ST NW,11031332,48.1871196
67661,1,1,0,38.906315,-76.989867,400878.908,137606.381,0,38.904964,-76.991901,2017-09-26 04:00:00+00:00,OATES ST NE,12066362,24.760958600000002
67824,1,1,0,38.906621,-77.063346,394505.64700000006,137642.10199999998,0,38.906620000000004,-77.063172,2018-10-03 04:00:00+00:00,N ST NW,11063182,31.017852500000004
67833,1,1,0,38.927134,-77.02177900000001,398111.541,139917.54,0,38.927243,-77.02266,2018-07-07 04:00:00+00:00,GRESHAM PL NW 1,11042122,128.99088170000002
67945,1,1,0,38.905652,-77.038501,396660.545,137533.386,0,38.905652,-77.038501,2017-09-28 04:00:00+00:00,M ST NW,11057852,0.006653399999999999
67961,1,1,0,38.903715999999996,-76.980643,401679.008,137317.922,0,38.903799,-76.98095500000001,2017-07-23 04:00:00+00:00,BLADENSBURG RD NE,12015992,37.623206200000006
67975,1,1,0,38.905992,-77.03456899999999,397001.62,137570.982,0,38.905992,-77.03488,2017-09-28 04:00:00+00:00,M ST NW,11057852,46.8879742
67983,1,1,0,38.896229,-77.027039,397654.36799999996,136486.96,0,38.896229,-77.027076,2017-09-24 04:00:00+00:00,E ST NW,11031332,11.4345941
67989,1,1,0,38.905145000000005,-76.991805,400710.81200000003,137476.439,0,38.9051,-76.99174000000001,2017-09-28 04:00:00+00:00,MORSE ST NE,12062202,55.579463
68006,1,1,0,38.902515,-77.006025,399477.4,137184.473,0,38.902446999999995,-77.006025,2017-09-28 04:00:00+00:00,1ST ST NE,12000102,14.135667999999999
68016,1,1,0,38.894789,-77.010839,399059.731,136326.875,0,38.894827,-77.010839,2017-09-28 04:00:00+00:00,NEW JERSEY AVE NW,11064282,9.9897961
68030,1,1,0,38.90913,-77.029326,397456.511,137919.149,0,38.909125,-77.029313,2017-09-28 04:00:00+00:00,LOGAN CIR NW,11056552,2.6308804
68037,1,1,0,38.87464,-77.009199,399201.75899999996,134090.10199999998,0,38.874639,-77.009199,2017-09-28 04:00:00+00:00,N ST SE,13063182,9.644796099999999
68116,1,1,0,38.971589,-77.01615,398600.48,144852.396,0,38.971589,-77.016251,2018-10-03 04:00:00+00:00,WHITTIER ST NW,11093342,35.9947992
68175,1,1,0,38.959959000000005,-77.01203000000001,398957.36299999995,143561.269,0,38.960640999999995,-77.011935,2018-10-03 04:00:00+00:00,NICHOLSON ST NW 1,11064872,53.8580137
68221,1,1,0,38.911122,-77.017207,398507.599,138140.048,0,38.912490000000005,-77.0174,2019-03-05 05:00:00+00:00,NEW JERSEY AVE NW,11064282,159.1590369
68229,1,1,0,38.937534,-77.068163,394090.375,141074.043,0,38.937492,-77.068016,2019-06-21 04:00:00+00:00,35TH ST NW,11003502,56.63
68276,1,1,0,38.902996,-77.037903,396712.281,137238.531,0,38.902916999999995,-77.037723,2019-06-21 04:00:00+00:00,K ST NW & K ST NW Service Rd,11050892,81.03
